Sentence,Label,prob_0,prob_1,Prediction
credibility levels are low and character development a non-starter .,0,0.98989344,0.010106551,0
looks awfully like one long tourist spot for a mississippi that may never have existed outside of a scriptwriter 's imagination .,0,0.9978871,0.002112951,0
a solidly seaworthy chiller .,1,0.0007606745,0.9992393,1
"when it comes to entertainment , children deserve better than pokemon 4ever .",0,0.56692827,0.43307173,0
"if this is the resurrection of the halloween franchise , it would have been better off dead .",0,0.99839455,0.0016054362,0
"still , i thought it could have been more .",0,0.95093846,0.04906151,0
"a recent favourite at sundance , this white-trash satire will inspire the affection of even those unlucky people who never owned a cassette of def leppard 's pyromania .",1,0.0009889603,0.99901104,1
"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .",1,0.0005784035,0.9994216,1
like mike does n't win any points for originality .,0,0.9968031,0.0031968884,0
"ms. fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",1,0.0039618015,0.9960382,1
"the movie has a soft , percolating magic , a deadpan suspense .",1,0.0010150075,0.998985,1
"legendary irish writer brendan behan 's memoir , borstal boy , has been given a loving screen transferral .",1,0.00090014935,0.99909985,1
"at times funny and at other times candidly revealing , it 's an intriguing look at two performers who put themselves out there because they love what they do .",1,0.0017507076,0.9982493,1
"it 's often faintly amusing , but the problems of the characters never become important to us , and the story never takes hold .",0,0.90989023,0.09010976,0
"it 's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family .",1,0.0006930828,0.9993069,1
"it uses an old-time formula , it 's not terribly original and it 's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding .",1,0.013817072,0.9861829,1
"if you liked such movies as notting hill , four weddings and a funeral , bridget jones ' diary or high fidelity , then you wo n't want to miss about a boy .",1,0.03356403,0.96643597,1
"katz uses archival footage , horrifying documents of lynchings , still photographs and charming old reel-to-reel recordings of meeropol entertaining his children to create his song history , but most powerful of all is the song itself",1,0.0033996701,0.99660033,1
"-lrb- it 's -rrb- difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view .",0,0.8617722,0.13822784,0
a worthy tribute to a great humanitarian and her vibrant ` co-stars . ',1,0.0008407831,0.9991592,1
"but as a movie , it 's a humorless , disjointed mess .",0,0.9990143,0.000985688,0
what 's next ?,1,0.012868941,0.98713106,1
"frustratingly , dridi tells us nothing about el gallo other than what emerges through his music .",0,0.96220195,0.037798047,0
showtime is closer to slowtime .,0,0.8479987,0.15200132,0
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .",1,0.0028529763,0.997147,1
"britney has been delivered to the big screen safe and sound , the way we like our 20-year-old superstar girls to travel on the fame freeway .",1,0.0008558035,0.9991442,1
has little on its mind aside from scoring points with drag gags .,0,0.99581367,0.0041863113,0
an enchanting spectacular for potter fans anxious to ride the hogwarts express toward a new year of magic and mischief .,1,0.0005005598,0.99949944,1
"it 's a nicely detailed world of pawns , bishops and kings , of wagers in dingy backrooms or pristine forests .",1,0.0011630654,0.99883693,1
a real clunker .,0,0.0009976029,0.9990024,1
the film seems a dead weight .,0,0.99860555,0.0013944362,0
the voices are fine as well .,1,0.0065762997,0.9934237,1
"it turns out to be a cut above the norm , thanks to some clever writing and sprightly acting .",1,0.014335632,0.98566437,1
an awkward and indigestible movie .,0,0.9988924,0.0011075437,0
"showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .",0,0.99151117,0.008488823,0
a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women .,1,0.00084388256,0.9991561,1
but the characters tend to be cliches whose lives are never fully explored .,0,0.996853,0.0031469844,0
"as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .",0,0.9709375,0.029062487,0
"wasabi is slight fare indeed , with the entire project having the feel of something tossed off quickly -lrb- like one of hubert 's punches -rrb- , but it should go down smoothly enough with popcorn .",1,0.121738255,0.87826174,1
the film equivalent of a toy chest whose contents get scattered over the course of 80 ### minutes .,0,0.9966923,0.0033077032,0
go see it and enjoy .,1,0.00058341026,0.9994166,1
her film is unrelentingly claustrophobic and unpleasant .,0,0.98799413,0.012005852,0
"chicago is sophisticated , brash , sardonic , completely joyful in its execution .",1,0.00096333027,0.99903667,1
obstacles are too easily overcome and there is n't much in the way of character development in the script .,0,0.99746346,0.00253652,0
a hysterical yet humorless disquisition on the thin line between sucking face and literally sucking face .,0,0.94740933,0.052590694,0
"the cold and dreary weather is a perfect metaphor for the movie itself , which contains few laughs and not much drama .",0,0.98187155,0.018128438,0
"on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt .",1,0.0007221103,0.9992779,1
"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs .",0,0.9854233,0.014576651,0
"this is a terrific character study , a probe into the life of a complex man .",1,0.0005928278,0.9994072,1
"a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions .",1,0.067483604,0.9325164,1
any film featuring young children threatened by a terrorist bomb can no longer pass as mere entertainment .,0,0.91233224,0.087667786,0
what parents will suspect is that they 're watching a 76-minute commercial .,0,0.9919518,0.008048161,0
do n't let your festive spirit go this far .,0,0.09891534,0.90108466,1
"eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work .",1,0.00091314316,0.99908686,1
a historical epic with the courage of its convictions about both scope and detail .,1,0.0011186004,0.9988814,1
a thinly veiled excuse for wilson to play his self-deprecating act against murphy 's well-honed prima donna shtick .,0,0.9892224,0.0107776,0
an epic of grandeur and scale that 's been decades gone from the popcorn pushing sound stages of hollywood .,1,0.50108826,0.4989117,0
"preposterous and tedious , sonny is spiked with unintentional laughter that , unfortunately , occurs too infrequently to make the film even a guilty pleasure .",0,0.99440557,0.0055944487,0
it will delight newcomers to the story and those who know it from bygone days .,1,0.00051665306,0.99948335,1
the saturation bombing of reggio 's images and glass ' evocative music ... ultimately leaves viewers with the task of divining meaning .,0,0.6670591,0.33294088,0
"as a witness to several greek-american weddings -- but , happily , a victim of none -- i can testify to the comparative accuracy of ms. vardalos ' memories and insights .",1,0.0035141706,0.9964858,1
a wonderful character-based comedy .,1,0.00042003393,0.99957997,1
"k-19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich .",0,0.9973678,0.0026321781,0
do n't waste your money .,0,0.0015912652,0.99840873,1
"dreary , highly annoying ... ` some body ' will appeal to no one .",0,0.9985431,0.0014569388,0
"just when the movie seems confident enough to handle subtlety , it dives into soapy bathos .",0,0.9922932,0.007706805,0
a carefully structured scream of consciousness that is tortured and unsettling -- but unquestionably alive .,1,0.0010371208,0.9989629,1
punish the vehicle to adore the star .,0,0.823418,0.17658196,0
"reign of fire may be little more than another platter of reheated aliens , but it 's still pretty tasty .",1,0.000731647,0.99926835,1
"thoughtful , even stinging at times , and lots of fun .",1,0.00047254562,0.99952745,1
"it 's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",1,0.00087744,0.99912256,1
"the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden .",0,0.99616545,0.0038345396,0
"the movie feels like it 's going to be great , and it carries on feeling that way for a long time , but takeoff just never happens .",0,0.8786287,0.12137135,0
an uneven but intriguing drama that is part homage and part remake of the italian masterpiece .,1,0.0016049743,0.998395,1
"a sweet-natured reconsideration of one of san francisco 's most vital , if least widely recognized , creative fountainheads .",1,0.0020062923,0.9979937,1
with spy kids 2 : the island of lost dreams writer\/director\/producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry .,0,0.9441976,0.055802386,0
"i found it slow , drab , and bordering on melodramatic .",0,0.9961898,0.0038102164,0
-lrb- sen 's -rrb- soap opera-ish approach undermines his good intentions .,0,0.9972827,0.0027173269,0
the stories here suffer from the chosen format .,0,0.9983147,0.0016853053,0
"... a cute and sometimes side-splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role .",1,0.00075519085,0.9992448,1
offers a breath of the fresh air of true sophistication .,1,0.0013252497,0.99867475,1
a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .,1,0.00074344873,0.99925655,1
"there is no entry portal in the rules of attraction , and i spent most of the movie feeling depressed by the shallow , selfish , greedy characters .",0,0.99634784,0.0036521344,0
at the bottom rung of the series ' entries .,0,0.8770815,0.12291846,0
"whatever eyre 's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place .",1,0.0028924346,0.99710757,1
the spark of special anime magic here is unmistakable and hard to resist .,1,0.0006406903,0.9993593,1
"despite apparent motives to the contrary , it ends up being , like -lrb- seinfeld 's -rrb- revered tv show , about pretty much nothing .",0,0.9973203,0.0026796928,0
"mr. parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom .",1,0.00064235926,0.99935764,1
the transporter is as lively and as fun as it is unapologetically dumb,1,0.0022554398,0.99774456,1
... too dull to enjoy .,0,0.9987085,0.0012914981,0
"this is cool , slick stuff , ready to quench the thirst of an audience that misses the summer blockbusters .",1,0.0007082224,0.9992918,1
characters wander into predictably treacherous situations even though they should know better .,0,0.9869452,0.013054813,0
"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .",1,0.0009339452,0.99906605,1
... -lrb- like -rrb- channel surfing between the discovery channel and a late-night made-for-cable action movie .,0,0.98530555,0.014694442,0
i hated every minute of it .,0,0.9953004,0.0046995655,0
this is a very fine movie -- go see it .,1,0.0007403493,0.99925965,1
"this is n't my favorite in the series , still i enjoyed it enough to recommend .",1,0.0022225976,0.9977774,1
a benign but forgettable sci-fi diversion .,0,0.9730257,0.026974337,0
a bigger holiday downer than your end-of-year 401 ### -lrb- k -rrb- statement .,0,0.9420008,0.05799921,0
godawful boring slug of a movie .,0,0.99882776,0.0011722227,0
provide -lrb- s -rrb- nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue .,1,0.0007802248,0.9992198,1
"but like most rabbits , it seems to lack substance .",0,0.99535155,0.0046484508,0
once you get into its rhythm ... the movie becomes a heady experience .,1,0.0020946264,0.9979054,1
it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .,1,0.000659287,0.9993407,1
"just because it really happened to you , honey , does n't mean that it 's interesting to anyone else .",0,0.95190847,0.04809156,0
hayek is stunning as frida and ... a star-making project .,1,0.0005424619,0.99945754,1
about as cutting-edge as pet rock : the movie .,0,0.6673959,0.3326041,0
a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl 's life .,1,0.0010049939,0.998995,1
an amazing and incendiary movie that dives straight into the rough waters of contradiction .,1,0.0006272197,0.9993728,1
"benefits from a strong performance from zhao , but it 's dong jie 's face you remember at the end .",1,0.0077093244,0.9922907,1
it 's a worthwhile tutorial in quantum physics and slash-dash,1,0.00047826767,0.99952173,1
"the acting is stiff , the story lacks all trace of wit , the sets look like they were borrowed from gilligan 's island -- and the cgi scooby might well be the worst special-effects creation of the year .",0,0.99897784,0.001022173,0
star wars is back in a major way .,1,0.0031603575,0.99683964,1
"unlike the nauseating fictions peddled by such ` have-yourself-a-happy-little-holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz .",1,0.017837346,0.98216265,1
director nalin pan does n't do much to weigh any arguments one way or the other .,0,0.9979074,0.0020926064,0
the pivotal narrative point is so ripe the film ca n't help but go soft and stinky .,0,0.9963117,0.003688305,0
most of the action setups are incoherent .,0,0.9979321,0.0020679457,0
"compelling revenge thriller , though somewhat weakened by a miscast leading lady .",1,0.0016510487,0.99834895,1
"if you 're not into the pokemon franchise , this fourth animated movie in four years wo n't convert you -- or even keep your eyes open .",0,0.9968487,0.003151301,0
"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel .",0,0.9946863,0.005313717,0
"the only thing worse than your substandard , run-of-the-mill hollywood picture is an angst-ridden attempt to be profound .",0,0.99744403,0.0025559585,0
winds up feeling like lots of other quirky movies that try to score hipness points with young adults .,0,0.9969729,0.0030270808,0
an instant candidate for worst movie of the year .,0,0.9878474,0.012152601,0
"a highly intriguing thriller , coupled with some ingenious plot devices and some lavishly built settings . .",1,0.000692606,0.9993074,1
"director kapur is a filmmaker with a real flair for epic landscapes and adventure , and this is a better film than his earlier english-language movie , the overpraised elizabeth .",1,0.005010426,0.9949896,1
good actress .,1,0.00118047,0.99881953,1
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",0,0.9989561,0.0010439005,0
"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",0,0.97476345,0.025236525,0
on the right track to something that 's creepy and effective ... it 's just going to take more than a man in a bullwinkle costume to get there .,0,0.92662114,0.07337887,0
"if myers decides to make another austin powers movie , maybe he should just stick with austin and dr evil .",0,0.9967599,0.0032401292,0
an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding .,0,0.4887361,0.5112639,1
bad beyond belief and ridiculous beyond description .,0,0.9987434,0.0012566108,0
"however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts .",0,0.99199635,0.008003646,0
a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done .,1,0.0008098483,0.99919015,1
"it sounds sick and twisted , but the miracle of shainberg 's film is that it truly is romance",1,0.0014091134,0.9985909,1
what could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .,0,0.9984365,0.0015634923,0
a very funny look at how another culture handles the process of courting and marriage .,1,0.0011715293,0.9988285,1
"instead , we just get messy anger , a movie as personal therapy .",0,0.99776196,0.0022380415,0
like old myths and wonder tales spun afresh .,1,0.002440691,0.9975593,1
"with danilo donati 's witty designs and dante spinotti 's luscious cinematography , this might have made a decent children 's movie -- if only benigni had n't insisted on casting himself in the title role .",1,0.11971176,0.88028824,1
"nervy and sensitive , it taps into genuine artistic befuddlement , and at the same time presents a scathing indictment of what drives hollywood .",1,0.0009702444,0.99902976,1
i regret to report that these ops are just not extreme enough .,0,0.9985174,0.0014825932,0
i loved looking at this movie .,1,0.00087696314,0.99912304,1
binoche and magimel are perfect in these roles .,1,0.0008787513,0.99912125,1
"doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere .",1,0.0006325841,0.9993674,1
"the film 's sharp , often mischievous sense of humor will catch some off guard ...",1,0.00076031685,0.9992397,1
"i wish i could say `` thank god it 's friday '' , but the truth of the matter is i was glad when it was over .",0,0.20725101,0.792749,1
"lauren ambrose comes alive under the attention from two strangers in town - with honest performances and realistic interaction between the characters , this is a coming-of-age story with a twist .",1,0.0010226965,0.9989773,1
"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new .",1,0.0099182725,0.9900817,1
"`` men in black ii , '' has all the earmarks of a sequel .",1,0.19594395,0.80405605,1
"this is a raw and disturbing tale that took five years to make , and the trio 's absorbing narrative is a heart-wrenching showcase indeed .",1,0.00067567825,0.9993243,1
"yeah , these flicks are just that damn good .",1,0.00072962046,0.9992704,1
a worthy entry into a very difficult genre .,1,0.008938193,0.9910618,1
"soul is what 's lacking in every character in this movie and , subsequently , the movie itself .",0,0.95937556,0.040624432,0
majidi gets uniformly engaging performances from his largely amateur cast .,1,0.0006700754,0.9993299,1
an impressive if flawed effort that indicates real talent .,1,0.0008186698,0.99918133,1
the best way to hope for any chance of enjoying this film is by lowering your expectations .,0,0.9758878,0.024112238,0
"still pretentious and filled with subtext , but entertaining enough at ` face value ' to recommend to anyone looking for something different .",1,0.0014815927,0.9985184,1
woo 's fights have a distinct flair .,1,0.0005788803,0.9994211,1
"the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .",0,0.99155617,0.0084438585,0
... has virtually no script at all ...,0,0.99633455,0.003665441,0
"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting .",0,0.9887086,0.011291395,0
"why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me .",0,0.9391811,0.060818925,0
gloriously goofy -lrb- and gory -rrb- midnight movie stuff .,1,0.0008608103,0.9991392,1
the film makes a strong case for the importance of the musicians in creating the motown sound .,1,0.0017662048,0.9982338,1
"at its best , the good girl is a refreshingly adult take on adultery ...",1,0.0016023517,0.99839765,1
nair does capture the complexity of a big family and its trials and tribulations ...,1,0.0008816123,0.9991184,1
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",1,0.001119554,0.99888045,1
"although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles .",1,0.00078368187,0.9992163,1
at its best early on as it plays the culture clashes between the brothers .,1,0.042026937,0.95797306,1
the story ... is moldy and obvious .,0,0.99907434,0.00092565425,0
"scotland , pa. is a strangely drab romp .",0,0.99311906,0.006880939,0
better at putting you to sleep than a sound machine .,0,0.9923635,0.007636512,0
... one of the most ingenious and entertaining thrillers i 've seen in quite a long time .,1,0.00060129166,0.9993987,1
denzel washington 's efforts are sunk by all the sanctimony .,0,0.8744502,0.12554976,0
"despite a powerful portrayal by binoche , it 's a period romance that suffers from an overly deliberate pace and uneven narrative momentum .",0,0.9971661,0.0028339091,0
she must have a very strong back .,1,0.01385951,0.9861405,1
we get some truly unique character studies and a cross-section of americana that hollywood could n't possibly fictionalize and be believed .,1,0.00089234114,0.99910766,1
the story drifts so inexorably into cliches about tortured -lrb- and torturing -rrb- artists and consuming but impossible love that you ca n't help but become more disappointed as each overwrought new sequence plods on .,0,0.9957416,0.0042583863,0
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question .,1,0.00066655874,0.99933344,1
"this is the kind of movie that used to be right at home at the saturday matinee , and it still is .",1,0.091490805,0.9085092,1
not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .,0,0.99617565,0.0038243418,0
"-lrb- drumline -rrb- is entertaining for what it does , and admirable for what it does n't do .",1,0.0010611415,0.99893886,1
"the two leads are almost good enough to camouflage the dopey plot , but so much naturalistic small talk , delivered in almost muffled exchanges , eventually has a lulling effect .",0,0.9813742,0.018625785,0
"despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it .",1,0.0027825832,0.9972174,1
noyce 's film is contemplative and mournfully reflective .,1,0.0009548068,0.9990452,1
despite the premise of a good story ... it wastes all its star power on cliched or meaningless roles .,0,0.99793565,0.0020643394,0
"succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies .",0,0.81093705,0.18906297,0
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .,1,0.013132215,0.9868678,1
bears is bad .,0,0.9979106,0.0020893805,0
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,0,0.9797578,0.020242224,0
a film of precious increments artfully camouflaged as everyday activities .,1,0.029485762,0.97051424,1
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth .,1,0.0006323457,0.99936765,1
i just did n't care as much for the story .,0,0.9986123,0.001387705,0
"very solid , very watchable first feature for director peter sheridan",1,0.000726521,0.9992735,1
"while super troopers is above academy standards , its quintet of writers could still use some more schooling .",0,0.985826,0.014173958,0
"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten ... make that three minutes .",0,0.9958832,0.00411676,0
pumpkin sits in a patch somewhere between mirthless todd solondzian satire and callow student film .,0,0.9970281,0.0029718832,0
"if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he 'd have them mate .",0,0.021654308,0.9783457,1
"still , it gets the job done -- a sleepy afternoon rental .",0,0.0040519834,0.995948,1
consider the title 's clunk-on-the-head that suggests the overtime someone put in to come up with an irritatingly unimaginative retread concept .,0,0.998873,0.0011269925,0
"leave it to rohmer , now 82 , to find a way to bend current technique to the service of a vision of the past that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",1,0.0030774474,0.99692255,1
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's fortune .",1,0.0015901327,0.99840987,1
a minor picture with a major identity crisis -- it 's sort of true and it 's sort of bogus and it 's ho-hum all the way through .,0,0.9166611,0.08333894,0
"a taut , intelligent psychological drama .",1,0.0006762743,0.9993237,1
"barney has created a tour de force that is weird , wacky and wonderful .",1,0.00063461065,0.9993654,1
it settles for being merely grim .,0,0.9951594,0.0048406,0
a work of astonishing delicacy and force .,1,0.00068831444,0.9993117,1
"dark and disturbing , but also surprisingly funny .",1,0.000882566,0.99911743,1
a loving little film of considerable appeal .,1,0.00081163645,0.99918836,1
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,0,0.037754297,0.9622457,1
"a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments .",0,0.96773154,0.03226844,0
the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake-down-the-throat business and the inevitable shot of schwarzenegger outrunning a fireball .,0,0.9852155,0.014784511,0
can see where this dumbed-down concoction is going .,0,0.9951109,0.004889079,0
"parker holds true to wilde 's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",1,0.008168876,0.9918311,1
"these are names to remember , in order to avoid them in the future .",0,0.95846176,0.04153827,0
"if somebody was bored and ... decided to make a dull , pretentious version of jesus ' son , they 'd come up with something like bart freundlich 's world traveler .",0,0.99377114,0.006228862,0
new best friend should n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 ### video .,0,0.98795617,0.012043846,0
"as a revenge thriller , the movie is serviceable , but it does n't really deliver the delicious guilty pleasure of the better film versions .",0,0.9906981,0.009301928,0
i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness .,0,0.9910575,0.008942501,0
"-lrb- director peter -rrb- jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not .",1,0.00069725513,0.99930274,1
"... ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters ' crises with seriousness and compassion .",1,0.042512298,0.9574877,1
"it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel .",0,0.9987527,0.0012472823,0
"-lrb- two -rrb- fairly dull -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",0,0.9851743,0.01482568,0
"somewhere short of tremors on the modern b-scene : neither as funny nor as clever , though an agreeably unpretentious way to spend ninety minutes .",0,0.98765486,0.012345155,0
"their film falters , however , in its adherence to the disney philosophy of required poignancy , a salute that i 'd hoped the movie would avoid .",0,0.98604536,0.013954622,0
"the latest installment in the pokemon canon , pokemon 4ever is surprising less moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace .",1,0.107555866,0.89244413,1
it 's still worth a look .,1,0.00077712536,0.9992229,1
jolie 's performance vanishes somewhere between her hair and her lips .,0,0.9939749,0.0060250666,0
"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .",0,0.9970376,0.0029624116,0
"although trying to balance self-referential humor and a normal ol' slasher plot seemed like a decent endeavor , the result does n't fully satisfy either the die-hard jason fans or those who can take a good joke .",0,0.99907964,0.00092033343,0
"a pleasant enough movie , held together by skilled ensemble actors .",1,0.0014820695,0.99851793,1
"intriguing and beautiful film , but those of you who read the book are likely to be disappointed .",1,0.014848411,0.9851516,1
too close to phantom menace for comfort .,0,0.9973213,0.0026787198,0
"without heavy-handedness , dong provides perspective with his intelligent grasp of human foibles and contradictions .",1,0.00067579746,0.9993242,1
"somehow we 're meant to buy that this doting mother would shun her kids , travel to one of the most dangerous parts of the world , don fatigues and become g.i. jane .",0,0.8782133,0.1217867,0
"marvelous , merry and , yes , melancholy film .",1,0.0008922219,0.9991078,1
"reinforces the talents of screenwriter charlie kaufman , creator of adaptation and being john malkovich .",1,0.0015799999,0.99842,1
the timing in nearly every scene seems a half beat off .,0,0.99765277,0.0023472405,0
more than makes up for its mawkish posing by offering rousing spates of genuine feeling .,1,0.0010844469,0.99891555,1
"a woozy , roisterous , exhausting mess , and the off-beat casting of its two leads turns out to be as ill-starred as you might expect .",0,0.99894947,0.0010505269,0
"the story 's so preposterous that i did n't believe it for a second , despite the best efforts of everyone involved .",0,0.9913785,0.0086215045,0
its underlying mythology is a hodgepodge of inconsistencies that pose the question : since when did dumb entertainment have to be this dumb ?,0,0.9983354,0.0016645626,0
and forget about any attempt at a plot !,0,0.80080134,0.19919868,0
watstein handily directs and edits around his screenplay 's sappier elements ... and sustains off the hook 's buildup with remarkable assuredness for a first-timer .,1,0.00076138973,0.9992386,1
ice cube holds the film together with an engaging and warm performance ...,1,0.0007985234,0.9992015,1
all this turns out to be neither funny nor provocative - only dull .,0,0.9990164,0.0009835942,0
tom green just gives them a bad odor .,0,0.99911904,0.0008809339,0
"it 's obviously struck a responsive chord with many south koreans , and should work its magic in other parts of the world .",1,0.0010661483,0.99893385,1
it has fun being grown up .,1,0.0011741519,0.99882585,1
"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director john woo has built his career on .",0,0.34576464,0.65423536,1
"children may not understand everything that happens -- i 'm not sure even miyazaki himself does -- but they will almost certainly be fascinated , and undoubtedly delighted .",1,0.0013579726,0.998642,1
"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan 's heroes star bob crane .",1,0.0032743216,0.9967257,1
this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .,0,0.1445725,0.8554275,1
the film is a travesty of the genre and even as spoof takes itself too seriously .,0,0.9969649,0.0030351027,0
the long-range appeal of `` minority report '' should transcend any awards it bags .,1,0.00062543154,0.99937457,1
the film starts out as competent but unremarkable ... and gradually grows into something of considerable power .,1,0.0016887188,0.9983113,1
ihops do n't pile on this much syrup .,0,0.9919531,0.008046897,0
a pleasant enough comedy that should have found a summer place .,1,0.022932947,0.97706705,1
"the unique tug-of-war with viewer expectations is undeniable , if not a pleasure in its own right .",1,0.0010409355,0.99895906,1
"this is a particularly toxic little bonbon , palatable to only a chosen and very jaundiced few .",0,0.18035698,0.819643,1
"sound the trumpets : for the first time since desperately seeking susan , madonna does n't suck as an actress .",1,0.0015357733,0.9984642,1
the truth is that the truth about charlie gets increasingly tiresome .,0,0.9983401,0.0016599281,0
much-anticipated and ultimately lackluster movie .,0,0.9972451,0.0027549458,0
disturbingly superficial in its approach to the material .,0,0.99800736,0.0019926254,0
"flat , but with a revelatory performance by michelle williams .",0,0.013702631,0.98629737,1
"unless you are in dire need of a diesel fix , there is no real reason to see it .",0,0.991292,0.008707987,0
the movie gets muted and routine .,0,0.9985142,0.0014858361,0
madonna still ca n't act a lick .,0,0.9966251,0.003374902,0
"if you 're not a prepubescent girl , you 'll be laughing at britney spears ' movie-starring debut whenever it does n't have you impatiently squinting at your watch .",0,0.88751984,0.11248016,0
some actors have so much charisma that you 'd be happy to listen to them reading the phone book .,1,0.0014815927,0.9985184,1
energetic and boldly provocative .,1,0.00078964233,0.99921036,1
"not only does the movie fail to make us part of its reality , it fails the most basic relevancy test as well .",0,0.9955206,0.004479424,0
"the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive .",1,0.00054210424,0.9994579,1
i 'd give real money to see the perpetrators of chicago torn apart by dingoes .,0,0.98826295,0.011737031,0
"occasionally funny and consistently odd , and it works reasonably well as a star vehicle for zhao .",1,0.001044631,0.99895537,1
"awkward but sincere and , ultimately , it wins you over .",1,0.001761198,0.9982388,1
